n_processo;id_cliente;favor_contribuinte;ementa
2012/0245481-7;2;0;PROCESSUAL CIVIL E ADMINISTRATIVO. MANDADO DE SEGURANÇA. SERVIDOR PÚBLICO FEDERAL. FISCAL DE DERIVADOS DE PETRÓLEO, GÁS E OUTROS COMBUSTÍVEIS DA AGÊNCIA NACIONAL DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP. USO DE RECURSOS PÚBLICOS. ART. 117, XVI, DA LEI 8.112/1990. PENA DE DEMISSÃO. PARECERES NORMATIVOS GQ-177 E GQ-183, DA ADVOCACIA-GERAL DA UNIÃO. ILEGALIDADE. PRECEDENTES DO STJ. DESPROPORCIONALIDADE DA PENA APLICADA. ART. 128 DA LEI 8.112/1990. PRECEDENTES. SEGURANÇA CONCEDIDA. 1. Trata-se de mandado de segurança, com pedido de liminar, impetrado contra ato comissivo do Ministro de Estado de Minas e Energia, que demitiu o impetrante do cargo de Fiscal de Derivados de Petróleo, Gás e Outros Combustíveis da Agência Nacional de Petróleo, Gás Natural e Biocombustíveis - ANP, pelas infrações tipificadas nos arts. 117, XVI e 132, IV, da Lei 8.112/1990. 2. Sustenta o impetrante a afronta aos princípios da proporcionalidade, razoabilidade, da ampla defesa e do contraditório e à ilegalidade dos Pareceres Normativos da AGU, GQ-177 E GQ-183. 3. É firme o entendimento jurisprudencial no âmbito do STJ no sentido de reconhecer a ilegalidade de demissões de servidores públicos amparada nos Pareceres GQ-177 e GQ-183, da Advocacia-Geral da União, por infringir os princípios da individualização da pena, da proporcionalidade e da razoabilidade. Precedentes. 4. Há desproporcionalidade na pena de demissão aplicada, máxime quando a Comissão Processante manifestou-se pela aplicação de pena de suspensão de 15 dias, consignando os bons antecedentes do impetrante, bem como a sua boa-fé ao admitir o uso do veículo oficial para fins particulares durante o período de licença médica e a sua fragilidade em função de seu estado de saúde, à época do ocorrido, além de que tais condutas não resultaram danos em montante de mínima expressão, especialmente quando o impetrante restituiu o Erário os valores relativos às diárias de locação do veículo no período em que foi utilizado para fins particulares. 5. Segurança concedida.
2013/0331412-6;5;0;TRIBUTÁRIO. IRPJ. REDUÇÃO DE 75%. DISTRIBUIDORA DE BEBIDAS. EQUIPARAÇÃO NÃO PREVISTA EM LEI ESPECÍFICA. INTERPRETAÇÃO RESTRITIVA. ART. 111 DO CTN. 1. Não há se falar em equiparação de empresa distribuidora de bebidas a empreendimento industrial, para fins de de redução de 75% do imposto de renda previsto (MP 2.199-14/2001), por faltar norma específica que estenda o benefício a esta atividade. 2. O art. 111 do CTN impede que se confira interpretação extensiva em matéria de exoneração fiscal. Portanto, inaplicável ao caso a legislação referente à IPI. Agravo regimental improvido.
2012/0190702-6;2;2;"PROCESSUAL CIVIL. AGRAVO REGIMENTAL NO RECURSO ESPECIAL. PRETENSÃO RECURSAL FAZENDÁRIA DE RECONHECIMENTO DA INTERRUPÇÃO DA PRESCRIÇÃO PELA CITAÇÃO, COM EFEITOS RETROATIVOS À DATA DO AJUIZAMENTO DA EXECUÇÃO FISCAL. INADMISSIBILIDADE DO RECURSO ESPECIAL POR INCIDÊNCIA DAS SÚMULAS 7 E 211 DO STJ.
1. O recurso especial é inadmissível, pois apesar da oposição dos embargos declaratórios para fins de prequestionamento, este, na verdade, não restou configurado, pois o Tribunal de origem não emitiu juízo de valor acerca da matéria disciplinada no § 1º do art.
219 do CPC, dispositivo legal tido como contrariado e supostamente interpretado de maneira divergente. E ao contrário do que pretende fazer crer a Fazenda Nacional, no recurso especial não houve alegação de ofensa ao art. 535 do CPC, de modo que constitui indevida inovação recursal a indicação de contrariedade a esse dispositivo processual somente neste agravo regimental. Tendo em vista que o prequestionamento constitui requisito de admissibilidade indispensável mesmo quando fundado o recurso em suposta divergência jurisprudencial, aplica-se ao caso a Súmula 211/STJ, do seguinte teor: ""Inadmissível recurso especial quanto à questão que, a despeito da oposição de embargos declaratórios, não foi apreciada pelo tribunal a quo"".
2. A Primeira Seção do STJ, ao julgar o REsp 1.102.431/RJ, de relatoria do Ministro Luiz Fux, pela sistemática do art. 543-C do CPC, consolidou o entendimento no sentido de que a verificação de responsabilidade pela demora na prática dos atos processuais implica indispensável reexame de matéria fático-probatória, atividade vedada a esta Corte Superior na estreita via do recurso especial, ante o disposto na Súmula 7/STJ.
3. Agravo regimental não provido.
(AgRg no REsp 1343546/PR, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, julgado em 19/09/2013, DJe 27/09/2013)"
2014/0197453-6;2;2;"TRIBUTÁRIO E PROCESSUAL CIVIL. RECURSO ESPECIAL. EXECUÇÃO FISCAL.
NOMEAÇÃO À PENHORA. INOBSERVÂNCIA DA ORDEM LEGAL PREVISTA NO ART. 11 DA LEI 6.830/1980. PENHORA ON-LINE. DESNECESSIDADE DE EXAURIMENTO.
I - A Primeira Seção, no julgamento do REsp 1.112.943/MA, processado nos termos do art. 543-C do Código de Processo Civil, firmou entendimento no sentido de que, ""após as modificações introduzidas no Código de Processo Civil pela Lei 11.382/2006, incluindo, na ordem de penhora, depósitos e aplicações financeiras como bens preferenciais, a saber, como se fossem dinheiro em espécie (art.
655, I, CPC) e que a constrição se realizasse preferencialmente por meio eletrônico (art. 655-A), não se pode mais exigir prova do exaurimento de vias extrajudiciais na busca de bens a serem penhorados, como na hipótese dos autos, para que o juiz possa decidir sobre a realização de penhora on line (via sistema BACEN JUD)"" (STJ, AgInt no AREsp 899.969/SP, Rel. Ministro Sérgio Kukina, primeira turma, DJe 4/10/2016).
II - Esta Corte de Justiça possui o entendimento firmado de que é legítima a recusa pela Fazenda Pública da nomeação de bens do executado quando não observada a ordem legal de preferência prevista no art. 11 da LEF, sem que isso implique ofensa ao princípio da menor onerosidade.
III - Vale consignar que o precedente da egrégia Primeira Seção deste Superior Tribunal de Justiça que, no julgamento do Tema n.
578, vinculado ao Recurso Especial Repetitivo n. 1.337.790/PR, (Rel.
Min. Herman Benjamin), fixou orientação de que cumpre ao devedor fazer a nomeação de bens à penhora, observando a ordem legal estabelecida no art. 11 da Lei de Execução Fiscal, incumbindo-lhe demonstrar, se for o caso, a necessidade de afastá-la.
IV - Incide, portanto, o enunciado n. 83 da Súmula do STJ. Assim, deve ser provido o recurso especial do Estado para cassar o acórdão proferido no Tribunal a quo.
V - Agravo interno provido.
(AgInt no REsp 1473289/AL, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, julgado em 21/08/2018, DJe 27/08/2018)"
2007/0155500-2;2;2;"AGRAVO REGIMENTAL NO CONFLITO POSITIVO DE COMPETÊNCIA - RECUPERAÇÃO JUDICIAL - EXECUÇÃO FISCAL - COMPETÊNCIA DO JUÍZO FALIMENTAR - PRECEDENTES DO STJ - AGRAVO REGIMENTAL DESPROVIDO. 1. O Juízo universal é o competente para a execução dos créditos apurados nas ações trabalhistas propostas em face da Varig S/A e da VRG Linhas Aéreas S/A (arrematante da UPV), sobretudo porque, no que se refere à arrematação judicial da UPV, ficou consignado em edital, nos termos da Lei 11.101/05, que sua transmissão não acarretaria a assunção de seu passivo. 2. Embora a execução fiscal, em si, não se suspenda, devem ser obstados os atos judiciais que reduzam o patrimônio da empresa em recuperação judicial, enquanto mantida essa condição. Precedentes: CC 119.970/RS, rel. min. Nancy Andrighi (DJe de 20/11/2012); CC 107.448/DF, 2ª Seção, Rel. Min. Luis Felipe Salomão, DJe de 27/10/2009. 3. É vedado a este Tribunal apreciar violação de dispositivo constitucional, ainda que para fins de prequestionamento. 4. Agravo regimental desprovido."
2013/0408818-7;4;2;AGRAVO REGIMENTAL NO RECURSO ESPECIAL. TRIBUTÁRIO. IPI. BITRIBUTAÇÃO. MERCADORIA IMPORTADA. INCIDÊNCIA TANTO NO DESEMBARAÇO ADUANEIRO COMO NA SAÍDA DO ESTABELECIMENTO COMERCIAL DO IMPORTADOR. 1. A Primeira Seção desta Corte, no julgamento dos EREsp 1.403.532/SC, sob a sistemática do art. 543-C do CPC, reviu seu entendimento, de modo a permitir a cobrança do IPI na operação de saída da mercadoria do estabelecimento comercial do importador, ainda que já tenha incidido o mesmo tributo no desembaraço aduaneiro. 2. Agravo regimental a que se dá provimento.
2009/0102861-8;2;2;"AUSÊNCIA DE VIOLAÇÃO AO ART. 535, CPC. ADMISSIBILIDADE. ALÍNEA ""C"". DISSÍDIO JURISPRUDENCIAL INSUFICIENTEMENTE DEMONSTRADO. FUNDAMENTO SUFICIENTE INATACADO. SÚMULA N. 283/STF. IMPOSSIBILIDADE DE INTERPRETAÇÃO DE CLÁUSULA CONTRATUAL. SÚMULA N. 5/STJ. 1. Não viola o art. 535, do CPC, o acórdão que decide de forma suficientemente fundamentada, não estando obrigada a Corte de Origem a emitir juízo de valor expresso a respeito de todas as teses e dispositivos legais invocados pelas partes. 2. A mera colagem de ementas não supre a demonstração do dissídio a que se refere a alínea ""c"" do inciso III do artigo 105 da Constituição Federal de 1988. Nas razões de recurso especial, a alegada divergência deverá ser demonstrada nos moldes exigidos pelo artigo 255 e parágrafos do RI/STJ. 3. O recurso especial centrou-se na violação ao art. 20, do CPC, sem demonstrar por quais motivos entende não ser aplicável o percentual de 1% alegado pela Corte de Origem, o que chama a incidência da Súmula n. 283/STF: ""É inadmissível recurso extraordinário quando a decisão recorrida assenta em mais de um fundamento suficiente e o recurso não abrange todos eles"". 4. A discussão a respeito do teor do acordo firmado em sede de execução fiscal chama a incidência da Súmula n. 5/STJ, a saber: ""A simples interpretação de clausula contratual não enseja recurso especial"". 5. Recurso especial parcialmente conhecido e, nessa parte, não provido."
2015/0028654-5;4;0;"TRIBUTÁRIO. AGRAVO INTERNO NO RECURSO ESPECIAL. CONTRIBUIÇÃO PREVIDENCIÁRIA PATRONAL. SALÁRIO-MATERNIDADE. HORAS EXTRAS. ADICIONAL NOTURNO, INSALUBRIDADE E PERICULOSIDADE E FÉRIAS. 1. A Primeira Seção desta Corte, em recurso repetitivo, consolidou o posicionamento pela incidência da contribuição previdenciária, a cargo da empresa, sobre os valores pagos a título de salário-maternidade e salário-paternidade, horas extras e os adicionais de periculosidade e noturno. 2. ""O adicional de insalubridade integra o conceito de remuneração e se sujeita à incidência de contribuição previdenciária"" (REsp 1.494.371/SC, Rel. Ministro Mauro Campbell Marques, Segunda Turma, DJe 23/6/2015). 3. É pacífica a orientação da Primeira Seção do Superior Tribunal de Justiça segundo a qual incide contribuição previdenciária patronal no pagamento de férias gozadas. 4. Agravo interno a que se nega provimento."
2014/0170628-5;1;2;"PROCESSUAL CIVIL. AGRAVO REGIMENTAL NO AGRAVO EM RECURSO ESPECIAL.
HIPÓTESE EM QUE A PARTE AUTORA RENUNCIOU AO ALEGADO DIREITO SOBRE O QUAL SE FUNDAM OS EMBARGOS À EXECUÇÃO FISCAL E DESISTIU DO AGRAVO EM RECURSO ESPECIAL. CONFIRMAÇÃO DA DECISÃO AGRAVADA, QUE, APÓS A HOMOLOGAÇÃO, NO STJ, TANTO DA RENÚNCIA AO ALEGADO DIREITO SOBRE O QUAL SE FUNDAM OS EMBARGOS À EXECUÇÃO, QUANTO DA DESISTÊNCIA DO AGRAVO EM RECURSO ESPECIAL, DETERMINOU QUE A INSTÂNCIA DE ORIGEM DECIDA - À LUZ DA LEGISLAÇÃO LOCAL - A QUESTÃO RELATIVA AO CABIMENTO E AO EVENTUAL QUANTUM DEVIDO, A TÍTULO DOS HONORÁRIOS ADVOCATÍCIOS, EM DECORRÊNCIA DA ADESÃO DA PARTE AUTORA AO PROGRAMA DE RECUPERAÇÃO FISCAL, PREVISTO NA LEI ESTADUAL 15.273/2004, REGULAMENTADA PELO DECRETO ESTADUAL 43.839/2004.
I. Por ocasião do julgamento dos EDcl na DESIS no REsp 1.052.422/RS (Rel. Ministro HUMBERTO MARTINS, DJe de 16/05/2011), após a extinção do processo, com fundamento no art. 269, V, do CPC, diante da renúncia da parte autora ao direito sobre o qual se funda a ação, renúncia manifestada, nesta Corte, antes do trânsito em julgado e por força da adesão da parte renunciante a um programa de parcelamento, previsto em legislação local, a Segunda Turma do STJ entendeu não ser possível analisar, aqui, o cabimento, ou não, dos honorários advocatícios, em face da aludida renúncia, em vista da necessidade de exame da legislação local, pelo que a Segunda Turma desta Corte, visando evitar o duplo pagamento da verba honorária, determinou o retorno dos respectivos autos à instância de origem, para fins de verificação do cabimento, ou não, dos honorários, diante da nova circunstância, qual seja, a adesão ao programa de parcelamento.
II. No presente caso, por se tratar de petição de desistência do Agravo em Recurso Especial, cumulada com renúncia ao alegado direito sobre o qual se fundam os Embargos à Execução Fiscal, deve ser mantida a homologação, no STJ, tanto da renúncia ao suposto direito sobre o qual se fundam os Embargos à Execução, quanto da desistência do Agravo em Recurso Especial, e confirmada, ainda, a determinação para que a instância de origem decida - à luz da legislação local - a questão relativa ao cabimento e ao eventual quantum devido, a título dos honorários advocatícios, em decorrência da superveniente renúncia da parte autora ao alegado direito sobre o qual se fundam os Embargos à Execução, renúncia esta manifestada, nos autos, após a interposição do Agravo em Recurso Especial, por força da adesão ao programa de recuperação fiscal, previsto na Lei Estadual 15.273/2004, regulamentada pelo Decreto Estadual 43.839/2004. De fato, a parte autora alega que aderiu ao programa de anistia fiscal, previsto na Lei Estadual 15.273/2004 e no Decreto Estadual 43.839/2004, e que o referido programa de parcelamento abrange os honorários de advogado referentes à Execução Fiscal e aos Embargos à Execução, na forma exigida pela legislação estadual. Assim, à luz de exame da legislação estadual e da prova constante dos autos, caberá ao Tribunal de origem verificar quanto ao cabimento da verba honorária pela renúncia, constatando se ocorreu o pagamento administrativo dos honorários de advogado, devidos pela exigida renúncia ao direito sobre o qual se funda a ação, a fim de se evitar bis in idem. Precedentes do STJ (EDcl na DESIS no REsp 1.052.422/RS, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, DJe de 16/05/2011;
EDcl no AgRg no AgRg no Ag 1.213.243/RS, Rel. Ministra ELIANA CALMON, DJe de 20/08/2013).
III. Agravo Regimental improvido.
(AgRg no AREsp 546.389/MG, Rel. Ministra ASSUSETE MAGALHÃES, SEGUNDA TURMA, julgado em 24/02/2015, DJe 04/03/2015)"
2012/0014750-0;3;2;TRIBUTÁRIO. AGRAVO REGIMENTAL NO RECURSO ESPECIAL. EXECUÇÃO FISCAL. REDIRECIONAMENTO. ART. 135 DO CTN. DISSOLUÇÃO IRREGULAR. REEXAME DE PROVA. INCIDÊNCIA DA SÚMULA 7/STJ. 1. Esta Corte Superior firmou o entendimento, no REsp 1.101.728/SP, julgado pela sistemática do art. 543-C do CPC, no sentido de que o redirecionamento da execução fiscal para o sócio-gerente da empresa somente é cabível quando comprovado que ele agiu com excesso de poderes, infração à lei ou contra o estatuto, ou na hipótese de dissolução irregular da empresa. 2. No caso concreto, o Tribunal de origem consignou de forma expressa que não há indícios de dissolução irregular, pois a empresa foi localizada e citada. 3. Para rever as razões de decidir do Tribunal a quo é necessário o reexame do conjunto fático-probatório, o que é vedado pela Súmula n. 7 desta Corte. 4. Agravo regimental não provido.
2014/0223478-9;2;0;"TRIBUTÁRIO E PROCESSUAL CIVIL. EMBARGOS DE DIVERGÊNCIA EM RECURSO ESPECIAL. COTEJO REALIZADO. PIS/PASEP E COFINS. APLICAÇÃO DO ART. 17 DA LEI N. 11.033/2004. REPORTO. EXTENSÃO A QUALQUER EMPRESA CONTRIBUINTE. AUSÊNCIA DE COMPROVAÇÃO DE DIVERGÊNCIA JURISPRUDENCIAL. AUSÊNCIA DE SIMILITUDE FÁTICA ENTRE O ACÓRDÃO EMBARGADO E O ARESTO APONTADO COMO PARADIGMA. EMBARGOS DE DIVERGÊNCIA NÃO CONHECIDOS.
1. Os embargos de divergência têm por escopo uniformizar a jurisprudência do Tribunal ante a adoção de teses conflitantes pelos seus órgãos fracionários, cabendo ao embargante a comprovação do dissídio pretoriano nos moldes estabelecidos no art. 266, § 4º, do RISTJ. 2. O cabimento dos embargos de divergência está condicionado à demonstração pelo recorrente de que os acórdãos confrontados partiram de similar contexto-fático para atribuir conclusões jurídicas dissonantes.
3 A embargante sustenta que a divergência traçada nestes autos envolve o alcance da incidência do art. 17 da Lei 11.033/2004 a empresas que não se encontrem inseridas no regime conhecido como Reporto. 4. O acórdão embargado decidiu que ""o benefício instituído no art. 17 da Lei 11.033/2004 somente é aplicável às empresas que se encontram inseridas no regime específico de tributação denominado Reporto"". Já o acórdão indicado como paradigma dispôs que ""as receitas provenientes das atividades de venda e revenda de veículos automotores, máquinas, pneus, câmaras de ar, autopeças e demais acessórios, por estarem sujeitas ao pagamento das contribuições ao PIS/PASEP e à COFINS em Regime Especial de Tributação Monofásica, com alíquota concentrada na atividade de venda, na forma dos artigos 1º, caput, 3º, caput, e 5º, caput, da Lei n. 10.485/2002, e alíquota zero na atividade de revenda, conforme os arts 2º, § 2º, II, 3º, § 2º, I e II, e 5º, parágrafo único, da mesma lei, não permitem o creditamento pelo revendedor das referidas contribuições incidentes sobre as receitas do vendedor por estarem fora do Regime de Incidência Não Cumulativo, a teor dos artigos 2º, § 1º, III, IV e V, e 3º, I, ""b"" da Lei n. 10.637/2002 e da Lei n. 10.833/2003"", pelo que ""não se lhes aplicam, por incompatibilidade de regimes e por especialidade de suas normas, o disposto nos artigos 17, da Lei n.
11.033/2004, e 16, da Lei n. 11.116/2005, cujo âmbito de incidência se restringe ao Regime Não Cumulativo, salvo determinação legal expressa que somente passou a existir em 24.6.2008 com a publicação do art. 24, da Lei n. 11.727/2008, para os casos ali previstos"".
5. Verifica-se, portanto, que a divergência inexiste na presente hipótese, pois, embora conste na ementa do acórdão paradigma a informação de que ""o art. 17 da Lei 11.033/2004, e o art. 16 da Lei n.11.116/2005, não são de aplicação exclusiva ao Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária - REPORTO"", tem-se que tal questão foi suscitada no inteiro teor do voto condutor do acórdão apenas a título sugestivo, sem influência no mérito da controvérsia, conforme destacado no voto-vista proferido pelo Ministro Herman Benjamin. 6. Embargos de divergência não conhecidos.
(EREsp 1232064/RS, Rel. Ministro OG FERNANDES, PRIMEIRA SEÇÃO, julgado em 23/08/2017, DJe 31/08/2017)"
